"SubDistrictDept","SoftPakCompanyID","LOB","LandfillDescription","Date","ActTons"
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/4/2015",7.69
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/4/2015",9.23
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/4/2015",6.47
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/4/2015",8.37
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","9/4/2015",0
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/4/2015",10.4
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/4/2015",5.32
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/4/2015",3.17
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/4/2015",11.72
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/4/2015",7.45
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/4/2015",8.2
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/4/2015",10.47
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/4/2015",7.05
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/4/2015",5.22
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/4/2015",0.1
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/4/2015",3.07
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/4/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/4/2015",0.464019
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/4/2015",2.39
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/5/2015",8.76
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","9/5/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/5/2015",11.88
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/5/2015",6.09
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/6/2015",11.21
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/6/2015",10.54
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/7/2015",25.17
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/7/2015",27.45
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/7/2015",6.74
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/7/2015",7.7
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/7/2015",6.31
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/7/2015",9.34
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/7/2015",9.78
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/7/2015",7.89
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/7/2015",9.24
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/7/2015",13.13
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/7/2015",8.65
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/7/2015",1.04
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/7/2015",3.39
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/7/2015",3.95
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/7/2015",1.96
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/7/2015",3.94
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/7/2015",3.8
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/7/2015",3.99
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/7/2015",1.9
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/7/2015",0.523856
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/7/2015",0.523856
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/7/2015",3.67
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/8/2015",5.37
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/8/2015",16.15
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/8/2015",7.58
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/8/2015",11.18
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/8/2015",6.89
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/8/2015",9.07
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/8/2015",16.93
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/8/2015",9.86
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/8/2015",3.15
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/8/2015",5.68
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/8/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/8/2015",16.36
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/8/2015",5.36
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/8/2015",2.67
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/8/2015",0.17
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/8/2015",0.24
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/8/2015",1.43
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/8/2015",3
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/8/2015",2.62
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/8/2015",0.400795
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/8/2015",0.492244
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/8/2015",0.637885
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/8/2015",0.543049
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/8/2015",2.76
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/9/2015",16.59
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/9/2015",18.34
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/9/2015",10.21
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/9/2015",2.07
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/9/2015",11.33
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/9/2015",17.45
"BUTLER",41,"REAR LOAD","REPUBLIC COVINGTON TRANSF","9/9/2015",11.69
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/9/2015",8.53
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/9/2015",1.2
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/9/2015",14.31
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/9/2015",12.24
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/9/2015",2.03
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/9/2015",0.9
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/9/2015",0.14
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/9/2015",2.25
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/9/2015",4.74
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/9/2015",4.08
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/9/2015",0.368054
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/9/2015",0.468535
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/9/2015",4.08
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/10/2015",5.75
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/10/2015",27.68
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/10/2015",9.48
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/10/2015",11.95
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/10/2015",7.68
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/10/2015",9.17
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/10/2015",12.71
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/10/2015",7.46
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/10/2015",7.96
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/10/2015",9.75
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/10/2015",21.77
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/10/2015",1.22
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/10/2015",7.02
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/10/2015",14.83
"BUTLER",41,"NON COMM ROLL OFF        ","RECYCLE EXPRESS          ","9/10/2015",4.37
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/10/2015",13.49
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/10/2015",0.477567
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/10/2015",0.601757
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/10/2015",0.697722
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/10/2015",0.95965
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/10/2015",4.19
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/11/2015",20.28
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/11/2015",19.25
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/11/2015",9.76
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/11/2015",6.51
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/11/2015",8.39
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/11/2015",7.07
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/11/2015",7
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/11/2015",5.98
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/11/2015",4.73
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/11/2015",11.93
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/11/2015",12.22
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/11/2015",11.31
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/11/2015",5.7
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/11/2015",0.2
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/11/2015",15.12
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/11/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/11/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/11/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/11/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/11/2015",0.4516
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/11/2015",0.447084
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/11/2015",2.57
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/12/2015",6.2
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/12/2015",1.22
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/12/2015",14.24
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/12/2015",11.44
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/13/2015",6.15
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/13/2015",14.81
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/13/2015",11.26
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/14/2015",21.71
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/14/2015",29.79
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/14/2015",12.05
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/14/2015",14.52
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/14/2015",19.06
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/14/2015",11.46
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/14/2015",17.06
"BUTLER",41,"REAR LOAD","REPUBLIC COVINGTON TRANSF","9/14/2015",10.94
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/14/2015",7.37
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/14/2015",16.55
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/14/2015",12.4
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/14/2015",1.35
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/14/2015",3.8
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/14/2015",6.84
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/14/2015",3.89
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/14/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/14/2015",1.76
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/14/2015",8.84
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/14/2015",3.8
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/14/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/14/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/14/2015",0.487728
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/14/2015",0.501276
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/14/2015",6.84
"BUTLER",41,"FRONT LOAD","BAVARIAN LANDFILL        ","9/15/2015",10.98
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/15/2015",23.4
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/15/2015",10.01
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/15/2015",11.33
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/15/2015",9.06
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/15/2015",9.69
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/15/2015",16.37
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/15/2015",9.58
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/15/2015",5.32
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/15/2015",7.98
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/15/2015",15.86
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/15/2015",15.55
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/15/2015",0.29
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/15/2015",2.92
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/15/2015",1.19
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/15/2015",1.92
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/15/2015",2.78
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/15/2015",3.2
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/15/2015",0.414343
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/15/2015",0.513695
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/15/2015",0.628853
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/15/2015",0.49676
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/15/2015",6
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/16/2015",19.22
"BUTLER",41,"FRONT LOAD","REPUBLIC COVINGTON TRANSF","9/16/2015",13.71
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/16/2015",8.53
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/16/2015",9.61
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/16/2015",11.39
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/16/2015",10.62
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/16/2015",10.98
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/16/2015",10.07
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/16/2015",3.98
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/16/2015",5.13
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/16/2015",15.44
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/16/2015",10.36
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/16/2015",3.92
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/16/2015",2.39
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/16/2015",0.48
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/16/2015",2.34
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/16/2015",3.89
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/16/2015",1.31
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/16/2015",0.375957
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/16/2015",0.459503
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/16/2015",8.35
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/17/2015",3.01
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/17/2015",21.7
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/17/2015",10.19
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/17/2015",11.88
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/17/2015",9.7
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/17/2015",8.81
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/17/2015",12.91
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/17/2015",6.77
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/17/2015",8.83
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/17/2015",14.38
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/17/2015",6.7
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/17/2015",2.32
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/17/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/17/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/17/2015",0.510308
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/17/2015",0.480954
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/17/2015",0.594983
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/17/2015",0.709012
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/17/2015",8.89
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/18/2015",19.25
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/18/2015",21.81
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/18/2015",8.96
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/18/2015",7.59
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/18/2015",10.51
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/18/2015",8.7
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/18/2015",9.66
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/18/2015",5.66
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/18/2015",2.72
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/18/2015",0.95
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/18/2015",10.34
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/18/2015",9.14
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/18/2015",0.95
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/18/2015",5.69
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/18/2015",0.14
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/18/2015",1.05
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/18/2015",1.74
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/18/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/18/2015",0.416601
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/18/2015",0.448213
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/18/2015",3.83
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/19/2015",9.03
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/19/2015",0.61
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/19/2015",18.72
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/19/2015",8.67
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/20/2015",13.73
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/20/2015",9.22
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/21/2015",22.01
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/21/2015",24.8
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/21/2015",10.68
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","9/21/2015",0
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/21/2015",10.27
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/21/2015",10.18
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/21/2015",13.35
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/21/2015",9.37
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","9/21/2015",0
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL","9/21/2015",0
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/21/2015",16.09
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL   ","9/21/2015",12.34
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/21/2015",1.27
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/21/2015",3.84
"BUTLER",41,"NON COMM ROLL OFF        ","REPUBLIC COVINGTON TRANSF","9/21/2015",3.64
"BUTLER",41,"NON COMM ROLL OFF        ","RUMPKE BUTLER LANDFILL","9/21/2015",0
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/21/2015",0.523856
"BUTLER",41,"FRONT LOAD","Landfill Diversion","9/21/2015",0.517082
"ST BERNARD",6,"REAR LOAD","Landfill Diversion","9/21/2015",4.84
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/22/2015",7.44
"BUTLER",41,"FRONT LOAD","RUMPKE BUTLER LANDFILL   ","9/22/2015",20.15
"BUTLER",41,"REAR LOAD","RUMPKE BUTLER LANDFILL   ","9/22/2015",9.32
